Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
145	E2	220628_Cstr	1	0	0	0.071	0.07	0.093	0.030695833333333332		0.071	0.002172743362455885	0.029562800530926817	0.013097386716079587	0.17125736551780024	0.0	0.0	1.5541255909575695	0.6304087454782742	0.44600461159182436	0.1217622137561829	0.0	0.3958333333333333	0.1625	0.3958333333333333	1.0	1.4596977314347554e-05	TRUE
146	E3	220628_Cstr	1	0	0	0.102	0.081	0.252	0.07046666666666666		0.102	0.03147289886683976	0.1998844831172139	0.13561973684326029	0.824727443562351	0.011204621592142097	0.04935086595893046	11.417436397512425	-3.294965507117845	0.06070952851648596	0.05658432496804184	0.025	0.32083333333333336	0.06666666666666667	0.3958333333333333	1.0	0.00010930781303045348	FALSE
147	E4	220628_Cstr	1	0	0	0.103	0.1	0.242	0.07539166666666666		0.103	0.03398136056517496	0.22816157719489016	0.12946184601389216	0.8159702434716398	0.0002878930262173174	0.0012367760905989122	11.017865922652593	-0.495307609716319	0.06291120126401642	0.04377794230359955	0.0	0.39166666666666666	0.06666666666666667	0.3958333333333333	1.0	1.9940185344952943e-05	FALSE
148	E5	220628_Cstr	1	0	0	0.071	0.071	0.126	0.033699999999999994		0.071	0.0054337683207265385	0.06453639909859485	0.045191137255925204	0.4884040159467249	0.0	0.0	3.722248142991905	3.722248142991905	0.1862173487452668	0.26462122785716513	0.0	0.3958333333333333	0.3958333333333333	0.3958333333333333	1.0	2.1778776864940335e-05	FALSE
149	E6	220628_Cstr	1	0	0	0.072	0.072	0.09	0.030829166666666664		0.072	0.0014615394400636565	0.026379424630955002	0.006077247633090574	0.09726019214286707	0.0	0.0	0.28856854784108643	0.04381684209220681	2.402019158864322	-0.060904219802336214	0.0	0.3958333333333333	0.025	0.3958333333333333	0.0	1.8896742702209154e-05	TRUE
150	E7	220628_Cstr	1	0	0	0.094	0.091	0.195	0.05977916666666666		0.094	0.022854617730341677	0.17504218937774046	0.10197990659579083	0.7258810049916464	0.0027816127091580822	0.014422840782580604	8.743129314902339	-1.831587759891292	0.07927907224001614	0.053407429422794375	0.0	0.3416666666666667	0.075	0.3958333333333333	1.0	7.82299120260016e-06	FALSE
151	E8	220628_Cstr	1	0	0	0.074	0.074	0.163	0.03707916666666666		0.074	0.007445746026359775	0.08012924812980164	0.07898425486873771	0.7257842852004263	0.0	0.0	9.058180264359562	6.052129063052934	0.07652168099228622	0.2689379340916074	0.0	0.3958333333333333	0.30833333333333335	0.3958333333333333	1.0	2.0086942207085973e-05	FALSE
152	E9	220628_Cstr	1	0	0	0.071	0.07	0.086	0.029845833333333332		0.071	0.0016397304411989997	0.019138407124904916	0.006746400300202113	0.08323802229368338	0.0001482386706693345	0.0019229626476696682	0.36548170778480044	-0.09124637745965596	1.8965304303767723	0.046994400661667254	0.0	0.3541666666666667	0.14166666666666666	0.3958333333333333	0.0	1.0750882013087577e-05	TRUE
153	E10	220628_Cstr	1	0	0	0.071	0.07	0.071	0.028349999999999993		0.071	-5.257066048749339e-05	-0.0006653349793080763	1.2889609023847282e-05	0.0003715589213219995	0.0	0.0	0.03243359536427692	0.00225784485399446	21.371271756180107	0.3397020505845606	0.0	0.3958333333333333	0.2833333333333333	0.3958333333333333	0.0	9.490948732592212e-08	TRUE
154	E11	220628_Cstr	1	0	0	0.072	0.072	0.075	0.029150000000000002		0.072	0.00034887663018455355	0.004749257321117029	0.0032321553251408175	0.043912641350848616	0.0003213530040309248	0.004280633500703089	2.1869689153122565	-0.3800867713671529	0.31694423076012374	0.2719696591556836	0.0	0.3	0.2791666666666667	0.30833333333333335	0.0	3.715449739007594e-08	FALSE
